Dolné Semerovce;Levice;Nitriansky kraj;48.110553;18.852709
Dolné Srnie;Nové Mesto nad Váhom;Trenčiansky kraj;48.802164;17.820567
Dolné Strháre;Veľký Krtíš;Banskobystrický kraj;48.248506;19.393715
Dolné Trhovište;Hlohovec;Trnavský kraj;48.440248;17.904342
Dolné Vestenice;Prievidza;Trenčiansky kraj;48.703443;18.397079
Dolné Zahorany;Rimavská Sobota;Banskobystrický kraj;48.38284;20.0224
Dolné Zelenice;Hlohovec;Trnavský kraj;48.376023;17.747605
Dolný Badín;Krupina;Banskobystrický kraj;48.269863;19.067309
Dolný Bar;Dunajská Streda;Trnavský kraj;47.965913;17.688128
Dolný Harmanec;Banská Bystrica;Banskobystrický kraj;48.73946;19.15349
Dolný Hričov;Žilina;Žilinský kraj;49.23192;18.633261
Dolný Chotár;Galanta;Trnavský kraj;48.2;17.71667
Dolný Kalník;Martin;Žilinský kraj;49.041594;18.96287
Dolný Kubín;Dolný Kubín;Žilinský kraj;49.2;19.3
Dolný Lieskov;Považská Bystrica;Trenčiansky kraj;49.051778;18.421465
Dolný Lopašov;Piešťany;Trnavský kraj;48.574058;17.646335
Dolný Ohaj;Nové Zámky;Nitriansky kraj;47.98333;18.16667
Dolný Pial;Levice;Nitriansky kraj;48.131666;18.461883
Dolný Štál;Dunajská Streda;Trnavský kraj;47.933333;17.716667
Dolný Vadičov;Kysucké Nové Mesto;Žilinský kraj;49.270149;18.846151
Doľany;Pezinok;Bratislavský kraj;48.416115;17.375697
Doľany;Levoča;Prešovský kraj;49.013053;20.655518
Domadice;Levice;Nitriansky kraj;48.176443;18.779671
Domaníky;Krupina;Banskobystrický kraj;48.3554;19.06474
Domaniža;Považská Bystrica;Trenčiansky kraj;49.04434;18.557419
Domaňovce;Levoča;Prešovský kraj;49.02173;20.59212
Donovaly;Banská Bystrica;Banskobystrický kraj;48.880336;19.222793
Drábsko;Brezno;Banskobystrický kraj;48.64929;19.655399
Drahňov;Michalovce;Košický kraj;48.593189;21.965907
Drahovce;Piešťany;Trnavský kraj;48.515909;17.802865
Dravce;Levoča;Prešovský kraj;49.019746;20.485344
Dražice;Rimavská Sobota;Banskobystrický kraj;48.437182;20.065587
Dražkovce;Martin;Žilinský kraj;49.050955;18.956927
Drážovce;Krupina;Banskobystrický kraj;48.3554;19.06474
Drienčany;Rimavská Sobota;Banskobystrický kraj;48.48131;20.071786
Drienica;Sabinov;Prešovský kraj;49.131129;21.110644
Drienov;Prešov;Prešovský kraj;48.873181;21.273824
Drienovec;Košice-okolie;Košický kraj;48.66667;21.33333
Drienovo;Krupina;Banskobystrický kraj;48.230286;19.062562
Drienovská Nová Ves;Prešov;Prešovský kraj;48.899713;21.240218
Drietoma;Trenčín;Trenčiansky kraj;48.89452;18.04436
Drnava;Rožňava;Košický kraj;48.639477;20.656732
Drňa;Rimavská Sobota;Banskobystrický kraj;48.262654;20.115911
Družstevná pri Hornáde;Košice-okolie;Košický kraj;48.792214;21.240839
Drženice;Levice;Nitriansky kraj;48.28668;18.696857
Držkovce;Revúca;Banskobystrický kraj;48.541882;20.23618
Dubinné;Bardejov;Prešovský kraj;49.245341;21.438415
Dubnica nad Váhom;Ilava;Trenčiansky kraj;48.959809;18.166341
Dubnička;Bánovce nad Bebravou;Trenčiansky kraj;48.726153;18.251883
Dubník;Nové Zámky;Nitriansky kraj;47.957439;18.411625
Dubno;Rimavská Sobota;Banskobystrický kraj;48.191964;20.001663
Dubodiel;Trenčín;Trenčiansky kraj;48.761241;18.11126
Dubová;Pezinok;Bratislavský kraj;48.366756;17.339653
Dubová;Svidník;Prešovský kraj;49.363074;21.434673
Dubovany;Piešťany;Trnavský kraj;48.528112;17.733108
Dubovce;Skalica;Trnavský kraj;48.8449;17.22635
Dubové;Turčianske Teplice;Žilinský kraj;48.857526;18.793907
Dubové;Zvolen;Banskobystrický kraj;48.50438;19.046065
Dubovec;Rimavská Sobota;Banskobystrický kraj;48.293;20.154084
Dubovica;Sabinov;Prešovský kraj;49.10308;21.0988
Ducové;Piešťany;Trnavský kraj;48.628438;17.866544
Dudince;Krupina;Banskobystrický kraj;48.3554;19.06474
Dukovce;Svidník;Prešovský kraj;49.121732;21.416819
Dulov;Ilava;Trenčiansky kraj;48.83333;18.25
Dulova Ves;Prešov;Prešovský kraj;48.953128;21.306099
Dulovce;Komárno;Nitriansky kraj;47.869155;18.272839
Dulovo;Rimavská Sobota;Banskobystrický kraj;48.37407;20.191413
Dunajská Lužná;Senec;Bratislavský kraj;48.21951;17.40043
Dunajov;Čadca;Žilinský kraj;49.361958;18.821352
Dunajská Streda;Dunajská Streda;Trnavský kraj;47.983333;17.616667
Dunajský Klátov;Dunajská Streda;Trnavský kraj;47.99268;17.61211
Duplín;Stropkov;Prešovský kraj;49.235573;21.624825
Dúbrava;Levoča;Prešovský kraj;49.02173;20.59212
Dúbrava;Liptovský Mikuláš;Žilinský kraj;49.075682;19.499894
Dúbrava;Snina;Prešovský kraj;48.875723;22.354224
Dúbravica;Banská Bystrica;Banskobystrický kraj;48.679636;19.27292
Dúbravka;Michalovce;Košický kraj;48.635931;21.888573
Dúbravy;Detva;Banskobystrický kraj;48.586751;19.368734
Dvorany nad Nitrou;Topoľčany;Nitriansky kraj;48.48663;18.118714
Dvorec;Bánovce nad Bebravou;Trenčiansky kraj;48.704894;18.220966
Dvorianky;Trebišov;Košický kraj;48.730894;21.707791
Dvorníky;Hlohovec;Trnavský kraj;48.351411;17.792629
Dvorníky-Včeláre;Košice-okolie;Košický kraj;48.66667;21.33333
Dvory nad Žitavou;Nové Zámky;Nitriansky kraj;47.991879;18.268459
Ďačov;Sabinov;Prešovský kraj;49.10308;21.0988
Ďanová;Martin;Žilinský kraj;49.06651;18.92399
Ďapalovce;Vranov nad Topľou;Prešovský kraj;48.88836;21.68479
Ďubákovo;Poltár;Banskobystrický kraj;48.562802;19.734895
Ďurčiná;Žilina;Žilinský kraj;49.063671;18.652224
Ďurďoš;Vranov nad Topľou;Prešovský kraj;48.88836;21.68479
Ďurďošík;Košice-okolie;Košický kraj;48.66667;21.33333
Ďurďové;Považská Bystrica;Trenčiansky kraj;49.12153;18.42169
Ďurkov;Košice-okolie;Košický kraj;48.708511;21.443484
Ďurková;Stará Ľubovňa;Prešovský kraj;49.29859;20.6862
Ďurkovce;Veľký Krtíš;Banskobystrický kraj;48.138136;19.177544
Egreš;Trebišov;Košický kraj;48.614359;21.606234
Fačkov;Žilina;Žilinský kraj;49.010612;18.602569
Falkušovce;Michalovce;Košický kraj;48.632284;21.841276
Farná;Levice;Nitriansky kraj;48.005769;18.511203
Fekišovce;Sobrance;Košický kraj;48.77126;22.084752
Figa;Rimavská Sobota;Banskobystrický kraj;48.39915;20.253009
Fijaš;Svidník;Prešovský kraj;49.126692;21.572396
Fiľakovo;Lučenec;Banskobystrický kraj;48.267567;19.824734
Fiľakovské Kováče;Lučenec;Banskobystrický kraj;48.292077;19.776229
Fintice;Prešov;Prešovský kraj;49.051875;21.286635
Folkušová;Martin;Žilinský kraj;49.06651;18.92399
Forbasy;Stará Ľubovňa;Prešovský kraj;49.296527;20.610721
Frička;Bardejov;Prešovský kraj;49.404613;21.083257
Fričkovce;Bardejov;Prešovský kraj;49.185273;21.239083
Fričovce;Prešov;Prešovský kraj;49.016699;20.963017
Fulianka;Prešov;Prešovský kraj;49.063999;21.331462
Gabčíkovo;Dunajská Streda;Trnavský kraj;47.892106;17.578839
Gaboltov;Bardejov;Prešovský kraj;49.366838;21.140626
Gajary;Malacky;Bratislavský kraj;48.43604;17.02188
Galanta;Galanta;Trnavský kraj;48.2;17.716667
Galovany;Liptovský Mikuláš;Žilinský kraj;49.073591;19.532516
Gánovce;Poprad;Prešovský kraj;49.030109;20.32751
Gáň;Galanta;Trnavský kraj;48.229142;17.718883
Gbelce;Nové Zámky;Nitriansky kraj;47.851854;18.512765
Gbely;Skalica;Trnavský kraj;48.717998;17.11628
Gbeľany;Žilina;Žilinský kraj;49.21216;18.844525
Geča;Košice-okolie;Košický kraj;48.627852;21.309905
Gelnica;Gelnica;Košický kraj;48.855843;20.937125
Gemer;Revúca;Banskobystrický kraj;48.449627;20.315759
Gemerček;Rimavská Sobota;Banskobystrický kraj;48.38284;20.0224
Gemerská Hôrka;Rožňava;Košický kraj;48.534992;20.378218
Gemerská Panica;Rožňava;Košický kraj;48.472576;20.350417
Gemerská Poloma;Rožňava;Košický kraj;48.66008;20.53758
Gemerská Ves;Revúca;Banskobystrický kraj;48.68346;20.11734
Gemerské Dechtáre;Rimavská Sobota;Banskobystrický kraj;48.247728;20.036937
Gemerské Michalovce;Rimavská Sobota;Banskobystrický kraj;48.437658;20.211922
Gemerské Teplice;Revúca;Banskobystrický kraj;48.68346;20.11734
Gemerský Jablonec;Rimavská Sobota;Banskobystrický kraj;48.38284;20.0224
Gemerský Sad;Revúca;Banskobystrický kraj;48.68346;20.11734
Geraltov;Prešov;Prešovský kraj;49.139402;21.258648
Gerlachov;Bardejov;Prešovský kraj;49.319632;21.115819
Gerlachov;Poprad;Prešovský kraj;49.097807;20.205798
Giglovce;Vranov nad Topľou;Prešovský kraj;48.88836;21.68479
Giraltovce;Svidník;Prešovský kraj;49.113977;21.517306
Girovce;Vranov nad Topľou;Prešovský kraj;48.88836;21.68479
Glabušovce;Veľký Krtíš;Banskobystrický kraj;48.155381;19.458309
Gočaltovo;Rožňava;Košický kraj;48.637816;20.345404
Gočovo;Rožňava;Košický kraj;48.759308;20.420177
Golianovo;Nitra;Nitriansky kraj;48.271887;18.191853
Gortva;Rimavská Sobota;Banskobystrický kraj;48.297237;20.080003
Gôtovany;Liptovský Mikuláš;Žilinský kraj;49.060251;19.504347
Granč-Petrovce;Levoča;Prešovský kraj;49.02173;20.59212
Gregorova Vieska;Lučenec;Banskobystrický kraj;48.38499;19.579094
Gregorovce;Prešov;Prešovský kraj;49.067425;21.207632
Gribov;Stropkov;Prešovský kraj;49.294481;21.722916
Gruzovce;Humenné;Prešovský kraj;48.974705;21.865846
Gyňov;Košice-okolie;Košický kraj;48.588618;21.303682
Habovka;Tvrdošín;Žilinský kraj;49.272536;19.605891
Habura;Medzilaborce;Prešovský kraj;49.323262;21.862112
Hačava;Košice-okolie;Košický kraj;48.66667;21.33333
Háj;Turčianske Teplice;Žilinský kraj;48.863789;18.884303
Háj;Košice-okolie;Košický kraj;48.66667;21.33333
Hajná Nová Ves;Topoľčany;Nitriansky kraj;48.536711;18.036977
Hajnáčka;Rimavská Sobota;Banskobystrický kraj;48.38284;20.0224
Hájske;Šaľa;Nitriansky kraj;48.15127;17.88062
Hajtovka;Stará Ľubovňa;Prešovský kraj;49.296385;20.773731
Haláčovce;Bánovce nad Bebravou;Trenčiansky kraj;48.702053;18.197247
Halič;Lučenec;Banskobystrický kraj;48.353868;19.57631
Haligovce;Stará Ľubovňa;Prešovský kraj;49.363482;20.447755
Haluzice;Nové Mesto nad Váhom;Trenčiansky kraj;48.823795;17.866964
Hamuliakovo;Senec;Bratislavský kraj;48.038091;17.250311
Handlová;Prievidza;Trenčiansky kraj;48.742722;18.562301
Hanigovce;Sabinov;Prešovský kraj;49.172618;21.017934
Haniska;Prešov;Prešovský kraj;48.619869;21.251567
Haniska;Košice-okolie;Košický kraj;48.619869;21.251567
Hanková;Rožňava;Košický kraj;48.749118;20.313957
Hankovce;Bardejov;Prešovský kraj;49.203582;21.40512
Hankovce;Humenné;Prešovský kraj;48.93707;21.91625
Hanušovce nad Topľou;Vranov nad Topľou;Prešovský kraj;48.88836;21.68479
Harakovce;Levoča;Prešovský kraj;49.02173;20.59212
Harhaj;Bardejov;Prešovský kraj;49.187584;21.420141
Harichovce;Spišská Nová Ves;Košický kraj;48.961865;20.582588
Harmanec;Banská Bystrica;Banskobystrický kraj;48.793853;19.079798
Hatalov;Michalovce;Košický kraj;48.658819;21.889044
Hatné;Považská Bystrica;Trenčiansky kraj;49.186393;18.382484
Havaj;Stropkov;Prešovský kraj;49.256687;21.786646
Havka;Kežmarok;Prešovský kraj;49.345095;20.406718
Havranec;Svidník;Prešovský kraj;49.41114;21.555144
Hažín;Michalovce;Košický kraj;48.929808;21.960479
Hažín nad Cirochou;Humenné;Prešovský kraj;48.929808;21.960479
Hažlín;Bardejov;Prešovský kraj;49.301199;21.420062
Helcmanovce;Gelnica;Košický kraj;48.830702;20.867672
Heľpa;Brezno;Banskobystrický kraj;48.86248;19.97249
Henckovce;Rožňava;Košický kraj;48.712882;20.432194
Henclová;Gelnica;Košický kraj;48.786858;20.592235
Hencovce;Vranov nad Topľou;Prešovský kraj;48.876447;21.733987
Hendrichovce;Prešov;Prešovský kraj;49.024246;21.000144
Herľany;Košice-okolie;Košický kraj;48.799755;21.476613
Hermanovce;Prešov;Prešovský kraj;49.045839;21.01629
Hermanovce nad Topľou;Vranov nad Topľou;Prešovský kraj;48.88836;21.68479
Hertník;Bardejov;Prešovský kraj;49.207149;21.237602
Hervartov;Bardejov;Prešovský kraj;49.246668;21.205459
Hiadeľ;Banská Bystrica;Banskobystrický kraj;48.810526;19.315614
Hincovce;Spišská Nová Ves;Košický kraj;48.958704;20.725929
Hladovka;Tvrdošín;Žilinský kraj;49.369667;19.757414
Hlboké;Senica;Trnavský kraj;48.659196;17.406821
Hlboké nad Váhom;Bytča;Žilinský kraj;49.22404;18.55878
Hliník nad Hronom;Žiar nad Hronom;Banskobystrický kraj;48.535362;18.787341
Hlinné;Vranov nad Topľou;Prešovský kraj;48.950705;21.578843
Hlivištia;Sobrance;Košický kraj;48.808583;22.220637
Hlohovec;Hlohovec;Trnavský kraj;48.416667;17.75
Hniezdne;Stará Ľubovňa;Prešovský kraj;49.302646;20.632932
Hnilčík;Spišská Nová Ves;Košický kraj;48.85922;20.574509
Hnilec;Spišská Nová Ves;Košický kraj;48.840538;20.505239
Hnojné;Michalovce;Košický kraj;48.75434;21.9195
Hnúšťa;Rimavská Sobota;Banskobystrický kraj;48.38284;20.0224
Hodejov;Rimavská Sobota;Banskobystrický kraj;48.38284;20.0224
Hodejovec;Rimavská Sobota;Banskobystrický kraj;48.281986;20.015895
Hodkovce;Košice-okolie;Košický kraj;48.679187;21.100111
Hodruša-Hámre;Žarnovica;Banskobystrický kraj;48.48124;18.71565
Hokovce;Levice;Nitriansky kraj;48.154851;18.870199
Holčíkovce;Vranov nad Topľou;Prešovský kraj;48.88836;21.68479
Holiare;Komárno;Nitriansky kraj;47.76667;18.13333
Holice;Dunajská Streda;Trnavský kraj;47.993048;17.48179
Holíč;Skalica;Trnavský kraj;48.811054;17.162382
Holiša;Lučenec;Banskobystrický kraj;48.308134;19.751704
Holumnica;Kežmarok;Prešovský kraj;49.233688;20.526202
Honce;Rožňava;Košický kraj;48.667819;20.405244
Hontianska Vrbica;Levice;Nitriansky kraj;48.134795;18.703589
Hontianske Moravce;Krupina;Banskobystrický kraj;48.3554;19.06474
Hontianske Nemce;Krupina;Banskobystrický kraj;48.3554;19.06474
Hontianske Tesáre;Krupina;Banskobystrický kraj;48.3554;19.06474
Hontianske Trsťany;Levice;Nitriansky kraj;48.21563;18.60705
Horná Breznica;Púchov;Trenčiansky kraj;48.83333;18.25
Horná Kráľová;Šaľa;Nitriansky kraj;48.24531;17.913106
Horná Krupá;Trnava;Trnavský kraj;48.516318;17.524919
Horná Lehota;Dolný Kubín;Žilinský kraj;49.254261;19.402609
Horná Lehota;Brezno;Banskobystrický kraj;48.833333;19.55
Horná Mariková;Považská Bystrica;Trenčiansky kraj;49.246191;18.30917
Horná Mičiná;Banská Bystrica;Banskobystrický kraj;48.698896;19.214374
Horná Poruba;Ilava;Trenčiansky kraj;48.94147;18.304972
Horná Potôň;Dunajská Streda;Trnavský kraj;47.99268;17.61211
Horná Seč;Levice;Nitriansky kraj;48.195261;18.544474
Horná Streda;Nové Mesto nad Váhom;Trenčiansky kraj;48.656427;17.842804
Horná Strehová;Veľký Krtíš;Banskobystrický kraj;48.279668;19.42975
Horná Súča;Trenčín;Trenčiansky kraj;48.89452;18.04436
Horná Štubňa;Turčianske Teplice;Žilinský kraj;48.825049;18.884623
Horná Ves;Prievidza;Trenčiansky kraj;48.607516;18.489823
Horná Ves;Žiar nad Hronom;Banskobystrický kraj;48.607516;18.489823
Horná Ždaňa;Žiar nad Hronom;Banskobystrický kraj;48.568935;18.750103
Horné Dubové;Trnava;Trnavský kraj;48.519266;17.563781
Horné Hámre;Žarnovica;Banskobystrický kraj;48.497995;18.666572
Horné Chlebany;Topoľčany;Nitriansky kraj;48.605465;18.224612
Horné Lefantovce;Nitra;Nitriansky kraj;48.42399;18.143544
Horné Mladonice;Krupina;Banskobystrický kraj;48.344828;19.151159
Horné Mýto;Dunajská Streda;Trnavský kraj;47.99268;17.61211
Horné Naštice;Bánovce nad Bebravou;Trenčiansky kraj;48.735592;18.297578
Horné Obdokovce;Topoľčany;Nitriansky kraj;48.56362;18.16712
Horné Orešany;Trnava;Trnavský kraj;48.467384;17.441014
Horné Otrokovce;Hlohovec;Trnavský kraj;48.491177;17.879403
Horné Plachtince;Veľký Krtíš;Banskobystrický kraj;48.237203;19.282985
Horné Pršany;Banská Bystrica;Banskobystrický kraj;48.699635;19.083299
Horné Saliby;Galanta;Trnavský kraj;48.123113;17.758896
Horné Semerovce;Levice;Nitriansky kraj;48.125162;18.881851
Horné Srnie;Trenčín;Trenčiansky kraj;48.99183;18.100123
Horné Strháre;Veľký Krtíš;Banskobystrický kraj;48.270167;19.362757
Horné Štitáre;Topoľčany;Nitriansky kraj;48.525369;18.057124
Horné Trhovište;Hlohovec;Trnavský kraj;48.468095;17.868878
Horné Turovce;Levice;Nitriansky kraj;48.125633;18.948632
Horné Vestenice;Prievidza;Trenčiansky kraj;48.712581;18.429261
Horné Zahorany;Rimavská Sobota;Banskobystrický kraj;48.461465;20.008454
Horné Zelenice;Hlohovec;Trnavský kraj;48.385629;17.759685
Horný Badín;Krupina;Banskobystrický kraj;48.27887;19.075377
Horný Bar;Dunajská Streda;Trnavský kraj;47.948337;17.462749
Horný Hričov;Žilina;Žilinský kraj;49.258168;18.663099
Horný Kalník;Martin;Žilinský kraj;49.034392;18.968958
Horný Lieskov;Považská Bystrica;Trenčiansky kraj;49.064851;18.436045
Horný Pial;Levice;Nitriansky kraj;48.155438;18.450387
Horný Tisovník;Detva;Banskobystrický kraj;48.417057;19.362961
Horný Vadičov;Kysucké Nové Mesto;Žilinský kraj;49.275012;18.893661
Horňa;Sobrance;Košický kraj;48.75755;22.199491
Horňany;Trenčín;Trenčiansky kraj;48.778025;18.195047
Horovce;Púchov;Trenčiansky kraj;48.83333;18.25
Horovce;Michalovce;Košický kraj;48.704655;21.768488
Hoste;Galanta;Trnavský kraj;48.260387;17.639367
Hostice;Rimavská Sobota;Banskobystrický kraj;48.234425;20.066214
Hostie;Zlaté Moravce;Nitriansky kraj;48.452891;18.438255
Hostišovce;Rimavská Sobota;Banskobystrický kraj;48.497554;20.116428
Hostovice;Snina;Prešovský kraj;48.98857;22.15099
Hosťová;Nitra;Nitriansky kraj;48.337652;18.204507
Hosťovce;Zlaté Moravce;Nitriansky kraj;48.417637;18.358171
Hosťovce;Košice-okolie;Košický kraj;48.66667;21.33333
Hozelec;Poprad;Prešovský kraj;49.034404;20.346947
Hôrka;Poprad;Prešovský kraj;49.016667;20.033333
Hôrka nad Váhom;Nové Mesto nad Váhom;Trenčiansky kraj;48.720655;17.892402
Hôrky;Žilina;Žilinský kraj;49.204726;18.693084
Hrabičov;Žarnovica;Banskobystrický kraj;48.534038;18.666074
Hrabkov;Prešov;Prešovský kraj;48.95968;21.023387
Hrabová Roztoka;Snina;Prešovský kraj;48.879228;22.299977
Hrabovčík;Svidník;Prešovský kraj;49.280425;21.556804
Hrabovec;Bardejov;Prešovský kraj;49.272294;21.378966
Hrabovec nad Laborcom;Humenné;Prešovský kraj;48.93707;21.91625
Hrabovka;Trenčín;Trenčiansky kraj;48.934133;18.037878
Hrabské;Bardejov;Prešovský kraj;49.340284;21.072653
Hrabušice;Spišská Nová Ves;Košický kraj;48.976686;20.41496
Hradisko;Kežmarok;Prešovský kraj;49.057508;20.523341
Hradište;Partizánske;Trenčiansky kraj;48.684306;18.374535
Hradište;Poltár;Banskobystrický kraj;48.490801;19.723862
Hradište pod Vrátnom;Senica;Trnavský kraj;48.627005;17.48756
Hrádok;Nové Mesto nad Váhom;Trenčiansky kraj;48.648297;17.618678
Hrachovište;Nové Mesto nad Váhom;Trenčiansky kraj;48.71484;17.729725
Hrachovo;Rimavská Sobota;Banskobystrický kraj;48.38284;20.0224
Hraničné;Stará Ľubovňa;Prešovský kraj;49.374792;20.700176
Hranovnica;Poprad;Prešovský kraj;49.06144;20.29798
Hraň;Trebišov;Košický kraj;48.545003;21.784666
Hrašné;Myjava;Trenčiansky kraj;48.75876;17.56866
Hrašovík;Košice-okolie;Košický kraj;48.746651;21.321348
Hrčeľ;Trebišov;Košický kraj;48.518955;21.695111
Hrhov;Rožňava;Košický kraj;48.60629;20.750667
Hriadky;Trebišov;Košický kraj;48.699059;21.708859
Hričovské Podhradie;Žilina;Žilinský kraj;49.222241;18.622638
Hriňová;Detva;Banskobystrický kraj;48.577866;19.525738
Hrišovce;Gelnica;Košický kraj;48.946553;20.907799
Hrkovce;Levice;Nitriansky kraj;48.088377;18.902695
Hrlica;Revúca;Banskobystrický kraj;48.628229;20.051014
Hrnčiarovce nad Parnou;Trnava;Trnavský kraj;48.342608;17.567671
Hrnčiarska Ves;Poltár;Banskobystrický kraj;48.43094;19.79408
Hrnčiarske Zalužany;Poltár;Banskobystrický kraj;48.40645;19.871494
Hrochoť;Banská Bystrica;Banskobystrický kraj;48.655674;19.312839
Hromoš;Stará Ľubovňa;Prešovský kraj;49.252219;20.793795
Hronec;Brezno;Banskobystrický kraj;48.797607;19.580496
Hronovce;Levice;Nitriansky kraj;48.21563;18.60705
Hronsek;Banská Bystrica;Banskobystrický kraj;48.652476;19.156818
Hronská Breznica;Zvolen;Banskobystrický kraj;48.57442;19.15324
Hronská Dúbrava;Žiar nad Hronom;Banskobystrický kraj;48.576857;18.989503
Hronské Kľačany;Levice;Nitriansky kraj;48.24012;18.569709
Hronské Kosihy;Levice;Nitriansky kraj;48.265768;18.595267
Hronský Beňadik;Žarnovica;Banskobystrický kraj;48.48124;18.71565
Hrubá Borša;Senec;Bratislavský kraj;48.181349;17.482658
Hruboňovo;Nitra;Nitriansky kraj;48.30763;18.08453
Hrubov;Humenné;Prešovský kraj;48.93707;21.91625
Hrubý Šúr;Senec;Bratislavský kraj;48.170415;17.420862
Hrušov;Veľký Krtíš;Banskobystrický kraj;48.153866;19.09099
Hrušov;Rožňava;Košický kraj;48.582436;20.635369
Hrušovany;Topoľčany;Nitriansky kraj;48.437285;18.093163
Hrušovo;Rimavská Sobota;Banskobystrický kraj;48.512819;20.049079
Hruštín;Námestovo;Žilinský kraj;49.323932;19.346949
Hubice;Dunajská Streda;Trnavský kraj;47.99268;17.61211
Hubina;Piešťany;Trnavský kraj;48.617943;17.884746
Hubošovce;Sabinov;Prešovský kraj;49.096441;21.205449
Hubová;Ružomberok;Žilinský kraj;49.116891;19.190203
Hubovo;Rimavská Sobota;Banskobystrický kraj;48.399837;20.368824
Hucín;Revúca;Banskobystrický kraj;48.564156;20.296731
Hudcovce;Humenné;Prešovský kraj;48.909016;21.789109
Hul;Nové Zámky;Nitriansky kraj;47.98333;18.16667
Humenné;Humenné;Prešovský kraj;48.933333;21.916667
Huncovce;Kežmarok;Prešovský kraj;49.116236;20.380398
Hunkovce;Svidník;Prešovský kraj;49.360192;21.651867
Hurbanova Ves;Senec;Bratislavský kraj;48.152868;17.441397
Hurbanovo;Komárno;Nitriansky kraj;47.877149;18.198136
Husák;Sobrance;Košický kraj;48.699047;22.287867
Husiná;Rimavská Sobota;Banskobystrický kraj;48.38284;20.0224
Hutka;Bardejov;Prešovský kraj;49.397599;21.429709
Huty;Liptovský Mikuláš;Žilinský kraj;49.1;19.133333
Hviezdoslavov;Dunajská Streda;Trnavský kraj;47.99268;17.61211
Hvozdnica;Bytča;Žilinský kraj;49.210397;18.489424
Hybe;Liptovský Mikuláš;Žilinský kraj;49.045942;19.831264
Hýľov;Košice-okolie;Košický kraj;48.730295;21.106042
Chanava;Rimavská Sobota;Banskobystrický kraj;48.336136;20.299285
Chlebnice;Dolný Kubín;Žilinský kraj;49.253464;19.433318
Chlmec;Humenné;Prešovský kraj;48.886281;21.939299
Chľaba;Nové Zámky;Nitriansky kraj;47.98333;18.16667
Chmeľnica;Stará Ľubovňa;Prešovský kraj;49.296134;20.729533
Chmeľov;Prešov;Prešovský kraj;49.068046;21.438055
Chmeľová;Bardejov;Prešovský kraj;49.399983;21.298851
Chmeľovec;Prešov;Prešovský kraj;49.082259;21.366629
Chminianska Nová Ves;Prešov;Prešovský kraj;49.00332;21.082506
Chminianske Jakubovany;Prešov;Prešovský kraj;48.996634;21.019894
Chmiňany;Prešov;Prešovský kraj;49.001399;21.067848
Choča;Zlaté Moravce;Nitriansky kraj;48.356779;18.324138
Chocholná-Velčice;Trenčín;Trenčiansky kraj;48.89452;18.04436
Choňkovce;Sobrance;Košický kraj;48.77899;22.239514
Chorvátsky Grob;Senec;Bratislavský kraj;48.227663;17.29224
Chorváty;Košice-okolie;Košický kraj;48.66667;21.33333
Chotča;Stropkov;Prešovský kraj;49.246409;21.682379
Chotín;Komárno;Nitriansky kraj;47.80713;18.226906
Chrabrany;Topoľčany;Nitriansky kraj;48.532493;18.14308
Chrámec;Rimavská Sobota;Banskobystrický kraj;48.278753;20.185435
Chrastince;Veľký Krtíš;Banskobystrický kraj;48.090329;19.250271
Chrastné;Košice-okolie;Košický kraj;48.793666;21.351395
Chrasť nad Hornádom;Spišská Nová Ves;Košický kraj;48.926622;20.695226
Chrenovec-Brusno;Prievidza;Trenčiansky kraj;48.778693;18.726739
Chropov;Skalica;Trnavský kraj;48.774221;17.318203
Chrťany;Veľký Krtíš;Banskobystrický kraj;48.291708;19.460505
Chtelnica;Piešťany;Trnavský kraj;48.569143;17.623115
Chudá Lehota;Bánovce nad Bebravou;Trenčiansky kraj;48.648631;18.19908
Chvalová;Revúca;Banskobystrický kraj;48.512891;20.177025
Chvojnica;Myjava;Trenčiansky kraj;48.783333;17.366667
Chvojnica;Prievidza;Trenčiansky kraj;48.880151;18.562739
Chynorany;Partizánske;Trenčiansky kraj;48.607618;18.276477
Chyžné;Revúca;Banskobystrický kraj;48.662894;20.200972
Igram;Senec;Bratislavský kraj;48.285441;17.462348
Ihľany;Kežmarok;Prešovský kraj;49.1357;20.43352
Ihráč;Žiar nad Hronom;Banskobystrický kraj;48.583333;18.95
Ilava;Ilava;Trenčiansky kraj;48.139533;18.765212
Iliašovce;Spišská Nová Ves;Košický kraj;48.991556;20.52651
Ilija;Banská Štiavnica;Banskobystrický kraj;48.419552;18.897574
Imeľ;Komárno;Nitriansky kraj;47.902026;18.14682
Inovce;Sobrance;Košický kraj;48.823018;22.359015
Iňa;Levice;Nitriansky kraj;48.16979;18.421515
Iňačovce;Michalovce;Košický kraj;48.75434;21.9195
Ipeľské Predmostie;Veľký Krtíš;Banskobystrický kraj;48.062496;19.055922
Ipeľské Úľany;Levice;Nitriansky kraj;48.21563;18.60705
Ipeľský Sokolec;Levice;Nitriansky kraj;48.018912;18.805767
Istebné;Dolný Kubín;Žilinský kraj;49.215109;19.221658
Ivachnová;Ružomberok;Žilinský kraj;49.099367;19.418024
Ivančiná;Turčianske Teplice;Žilinský kraj;48.911328;18.812951
Ivanice;Rimavská Sobota;Banskobystrický kraj;48.329155;20.236575
Ivanka pri Dunaji;Senec;Bratislavský kraj;48.188227;17.257515
Ivanka pri Nitre;Nitra;Nitriansky kraj;48.242953;18.116175
